year,driver,gp,tires,from,to,laps
2019,Romain Grosjean,Monaco,Soft New,1,50,50
2019,Romain Grosjean,Monaco,Medium New,51,78,28
2019,Lando Norris,Monaco,Soft New,48,78,31
2019,Lando Norris,Monaco,Medium New,1,47,47
2019,Sergio Perez,Monaco,Medium New,1,11,11
2019,Sergio Perez,Monaco,Hard New,12,77,66
2019,Nico Hulkenberg,Monaco,Medium New,1,9,9
2019,Nico Hulkenberg,Monaco,Hard New,10,77,68
2019,George Russell,Monaco,Medium New,1,10,10
2019,George Russell,Monaco,Hard New,11,77,67
2019,Lance Stroll,Monaco,Medium New,1,39,39
2019,Lance Stroll,Monaco,Hard New,40,77,38
2019,Kimi Räikkönen,Monaco,Soft New,1,46,46
2019,Kimi Räikkönen,Monaco,Medium New,47,77,31
2019,Robert Kubica,Monaco,Medium New,1,21,21
2019,Robert Kubica,Monaco,Hard New,22,77,56
2019,Antonio Giovinazzi,Monaco,Medium New,45,76,32
2019,Charles Leclerc,Monaco,Medium New,1,9,9
2019,Charles Leclerc,Monaco,Hard New,10,16,7
2019,Charles Leclerc,Monaco,Soft New,17,17,1
2019,Antonio Giovinazzi,Monaco,Soft New,1,44,44
2019,Kevin Magnussen,Monaco,Soft Used,1,11,11
2019,Kevin Magnussen,Monaco,Medium New,12,77,66
2019,Lewis Hamilton,Canada,Medium Used,1,28,28
2019,Lewis Hamilton,Canada,Hard New,29,70,42
2019,Sebastian Vettel,Canada,Medium Used,1,26,26
2019,Sebastian Vettel,Canada,Hard New,27,70,44
2019,Charles Leclerc,Canada,Medium Used,1,33,33
2019,Charles Leclerc,Canada,Hard New,34,70,37
2019,Valtteri Bottas,Canada,Medium Used,1,30,30
2019,Max Verstappen,Canada,Hard New,1,48,48
2019,Max Verstappen,Canada,Medium Used,49,70,22
2019,Daniel Ricciardo,Canada,Soft Used,1,8,8
2019,Daniel Ricciardo,Canada,Hard New,9,69,61
2019,Nico Hulkenberg,Canada,Soft Used,1,16,16
2019,Nico Hulkenberg,Canada,Hard New,17,69,53
2019,Pierre Gasly,Canada,Soft Used,1,7,7
2019,Pierre Gasly,Canada,Hard New,8,69,62
2019,Lance Stroll,Canada,Hard New,1,45,45
2019,Lance Stroll,Canada,Medium New,46,69,24
2019,Daniil Kvyat,Canada,Medium New,1,12,12
2019,Daniil Kvyat,Canada,Hard New,13,69,57
2019,Valtteri Bottas,Canada,Hard New,31,67,37
2019,Valtteri Bottas,Canada,Soft Used,68,70,3
2019,Carlos Sainz,Canada,Soft Used,1,3,3
2019,Carlos Sainz,Canada,Hard New,4,69,66
2019,Sergio Perez,Canada,Medium New,1,11,11
2019,Sergio Perez,Canada,Hard New,12,69,58
2019,Antonio Giovinazzi,Canada,Hard New,1,33,33
2019,Antonio Giovinazzi,Canada,Medium New,34,69,36
2019,Romain Grosjean,Canada,Medium New,1,34,34
2019,Romain Grosjean,Canada,Hard New,35,69,35
2019,Kimi Räikkönen,Canada,Medium Used,1,6,6
2019,Kimi Räikkönen,Canada,Hard New,7,58,52
2019,Kimi Räikkönen,Canada,Soft New,59,69,11
2019,George Russell,Canada,Medium New,1,9,9
2019,George Russell,Canada,Hard New,10,68,59
2019,Kevin Magnussen,Canada,Hard New,1,39,39
2019,Kevin Magnussen,Canada,Medium New,40,68,29
2019,Robert Kubica,Canada,Medium New,1,8,8
2019,Robert Kubica,Canada,Hard New,9,38,30
2019,Robert Kubica,Canada,Hard New,39,67,29
2019,Alexander Albon,Canada,Medium New,1,1,1
2019,Alexander Albon,Canada,Hard New,2,59,58
2019,Lando Norris,Canada,Soft Used,1,8,8
2019,Lewis Hamilton,France,Medium Used,1,24,24
2019,Lewis Hamilton,France,Hard New,24,53,30
2019,Valtteri Bottas,France,Medium Used,1,23,23
2019,Valtteri Bottas,France,Hard New,24,53,30
2019,Charles Leclerc,France,Medium Used,1,21,21
2019,Charles Leclerc,France,Hard New,22,53,32
2019,Max Verstappen,France,Medium Used,1,20,20
2019,Max Verstappen,France,Hard New,21,53,33
2019,Sebastian Vettel,France,Medium Used,1,25,25
2019,Sebastian Vettel,France,Hard New,26,51,26
2019,Sebastian Vettel,France,Soft New,52,53,2
2019,Carlos Sainz,France,Medium Used,1,19,19
2019,Carlos Sainz,France,Hard New,20,53,34
2019,Daniel Ricciardo,France,Medium Used,1,16,16
2019,Daniel Ricciardo,France,Hard New,17,52,36
2019,Kimi Räikkönen,France,Hard New,1,31,31
2019,Kimi Räikkönen,France,Medium Used,32,52,21
2019,Nico Hulkenberg,France,Hard New,1,34,34
2019,Nico Hulkenberg,France,Medium Used,35,52,18
2019,Lando Norris,France,Medium Used,1,18,18
2019,Lando Norris,France,Hard New,19,52,34
2019,Pierre Gasly,France,Soft Used,1,17,17
2019,Pierre Gasly,France,Hard New,18,52,35
2019,Sergio Perez,France,Medium New,1,18,18
2019,Sergio Perez,France,Hard New,19,52,34
2019,Lance Stroll,France,Hard New,1,39,39
2019,Lance Stroll,France,Medium New,40,52,13
2019,Daniil Kvyat,France,Hard New,1,32,32
2019,Daniil Kvyat,France,Medium New,33,52,20
2019,Alexander Albon,France,Medium New,1,25,25
2019,Alexander Albon,France,Hard New,26,52,27
2019,Antonio Giovinazzi,France,Soft Used,1,7,7
2019,Antonio Giovinazzi,France,Hard New,8,34,27
2019,Antonio Giovinazzi,France,Medium New,35,52,18
2019,Kevin Magnussen,France,Medium New,1,16,16
2019,Kevin Magnussen,France,Hard New,17,52,36
2019,Robert Kubica,France,Medium New,1,24,24
2019,Robert Kubica,France,Hard New,25,51,27
2019,George Russell,France,Medium New,1,25,25
2019,George Russell,France,Hard New,26,33,8
2019,George Russell,France,Medium New,34,51,18
2019,Romain Grosjean,France,Hard New,1,31,31
2019,Romain Grosjean,France,Medium New,32,44,13
2019,Max Verstappen,Austria,Medium Used,1,31,31
2019,Max Verstappen,Austria,Hard New,32,71,40
2019,Charles Leclerc,Austria,Soft Used,1,22,22
2019,Charles Leclerc,Austria,Hard New,23,71,49
2019,Valtteri Bottas,Austria,Medium Used,1,21,21
2019,Valtteri Bottas,Austria,Hard New,22,71,50
2019,Sebastian Vettel,Austria,Soft Used,1,21,21
2019,Sebastian Vettel,Austria,Hard New,22,50,29
2019,Lewis Hamilton,Austria,Medium Used,1,30,30
2019,Lewis Hamilton,Austria,Hard New,31,71,41
2019,Lando Norris,Austria,Soft Used,1,25,25
2019,Lando Norris,Austria,Medium New,26,70,45
2019,Pierre Gasly,Austria,Soft Used,1,25,25
2019,Pierre Gasly,Austria,Hard New,26,70,45
2019,Carlos Sainz,Austria,Medium New,1,41,41
2019,Carlos Sainz,Austria,Hard New,42,70,29
2019,Kimi Räikkönen,Austria,Soft Used,1,23,23
2019,Kimi Räikkönen,Austria,Hard New,24,70,47
2019,Antonio Giovinazzi,Austria,Soft Used,1,24,24
2019,Sergio Perez,Austria,Medium New,1,28,28
2019,Sergio Perez,Austria,Hard New,29,70,42
2019,Daniel Ricciardo,Austria,Medium New,1,46,46
2019,Daniel Ricciardo,Austria,Soft New,47,70,24
2019,Nico Hulkenberg,Austria,Medium New,1,26,26
2019,Nico Hulkenberg,Austria,Hard New,27,70,44
2019,Lance Stroll,Austria,Medium New,1,25,25
2019,Lance Stroll,Austria,Hard New,26,70,45
2019,Alexander Albon,Austria,Medium New,1,35,35
2019,Alexander Albon,Austria,Hard New,36,70,35
2019,Romain Grosjean,Austria,Medium New,1,34,34
2019,Romain Grosjean,Austria,Hard New,35,70,36
2019,Daniil Kvyat,Austria,Medium New,1,32,32
2019,Daniil Kvyat,Austria,Hard New,33,70,38
2019,George Russell,Austria,Medium New,1,27,27
2019,George Russell,Austria,Hard New,28,69,42
2019,Kevin Magnussen,Austria,Soft Used,1,11,11
2019,Kevin Magnussen,Austria,Hard New,12,62,51
2019,Kevin Magnussen,Austria,Soft Used,63,69,7
2019,Robert Kubica,Austria,Medium New,1,19,19
2019,Robert Kubica,Austria,Hard New,20,68,49
2019,Sebastian Vettel,Austria,Soft New,51,71,21
2019,Antonio Giovinazzi,Austria,Hard New,25,70,46
2019,Lewis Hamilton,Great Britain,Medium Used,1,20,20
2019,Lewis Hamilton,Great Britain,Hard New,21,52,32
2019,Valtteri Bottas,Great Britain,Medium Used,1,16,16
2019,Valtteri Bottas,Great Britain,Medium New,17,45,29
2019,Valtteri Bottas,Great Britain,Soft Used,46,52,7
2019,Charles Leclerc,Great Britain,Soft Used,1,13,13
2019,Charles Leclerc,Great Britain,Medium Used,14,21,8
2019,Charles Leclerc,Great Britain,Hard Used,22,52,31
2019,Pierre Gasly,Great Britain,Medium Used,1,12,12
2019,Pierre Gasly,Great Britain,Hard New,13,52,40
2019,Max Verstappen,Great Britain,Medium Used,1,13,13
2019,Max Verstappen,Great Britain,Medium New,14,20,7
2019,Max Verstappen,Great Britain,Hard New,21,52,32
2019,Carlos Sainz,Great Britain,Medium New,1,20,20
2019,Carlos Sainz,Great Britain,Hard New,21,52,32
2019,Daniel Ricciardo,Great Britain,Soft New,1,12,12
2019,Daniel Ricciardo,Great Britain,Medium New,13,20,8
2019,Daniel Ricciardo,Great Britain,Hard New,21,52,32
2019,Kimi Räikkönen,Great Britain,Medium New,1,17,17
2019,Kimi Räikkönen,Great Britain,Hard New,18,52,35
2019,Daniil Kvyat,Great Britain,Soft New,1,12,12
2019,Daniil Kvyat,Great Britain,Medium New,13,21,9
2019,Daniil Kvyat,Great Britain,Hard Used,22,52,31
2019,Nico Hulkenberg,Great Britain,Soft Used,1,13,13
2019,Nico Hulkenberg,Great Britain,Hard Used,14,52,39
2019,Lando Norris,Great Britain,Soft Used,1,13,13
2019,Lando Norris,Great Britain,Medium New,14,35,22
2019,Lando Norris,Great Britain,Hard New,36,52,17
2019,Alexander Albon,Great Britain,Soft Used,1,13,13
2019,Alexander Albon,Great Britain,Medium New,14,52,39
2019,Lance Stroll,Great Britain,Medium New,1,13,13
2019,Lance Stroll,Great Britain,Hard New,14,39,26
2019,Lance Stroll,Great Britain,Soft New,40,52,13
2019,George Russell,Great Britain,Medium New,1,21,21
2019,George Russell,Great Britain,Hard New,22,51,30
2019,Robert Kubica,Great Britain,Medium New,1,20,20
2019,Robert Kubica,Great Britain,Hard New,21,51,31
2019,Sebastian Vettel,Great Britain,Soft Used,1,20,20
2019,Sebastian Vettel,Great Britain,Hard Used,21,38,18
2019,Sebastian Vettel,Great Britain,Medium New,39,51,13
2019,Sergio Perez,Great Britain,Medium New,1,18,18
2019,Sergio Perez,Great Britain,Hard New,19,24,6
2019,Sergio Perez,Great Britain,Soft New,25,46,22
2019,Sergio Perez,Great Britain,Soft Used,47,51,5
2019,Antonio Giovinazzi,Great Britain,Medium New,1,18,18
2019,Romain Grosjean,Great Britain,Soft New,1,1,1
2019,Romain Grosjean,Great Britain,Hard New,2,9,8
2019,Kevin Magnussen,Great Britain,Soft New,1,1,1
2019,Kevin Magnussen,Great Britain,Hard New,2,6,5
2019,Max Verstappen,Germany,Wet New,1,3,3
2019,Max Verstappen,Germany,Intermediate New,4,25,22
2019,Max Verstappen,Germany,Medium Used,26,29,4
2019,Max Verstappen,Germany,Intermediate New,30,41,12
2019,Max Verstappen,Germany,Intermediate New,42,46,5
2019,Max Verstappen,Germany,Soft New,47,64,18
2019,Sebastian Vettel,Germany,Wet New,1,2,2
2019,Sebastian Vettel,Germany,Intermediate New,3,23,21
2019,Sebastian Vettel,Germany,Soft New,24,28,5
2019,Sebastian Vettel,Germany,Intermediate New,29,41,13
2019,Sebastian Vettel,Germany,Intermediate New,42,47,6
2019,Sebastian Vettel,Germany,Soft New,48,64,17
2019,Daniil Kvyat,Germany,Wet New,1,3,3
2019,Daniil Kvyat,Germany,Intermediate New,4,25,22
2019,Daniil Kvyat,Germany,Soft New,26,28,3
2019,Daniil Kvyat,Germany,Intermediate New,29,45,17
2019,Daniil Kvyat,Germany,Soft New,46,64,19
2019,Lance Stroll,Germany,Wet New,1,7,7
2019,Lance Stroll,Germany,Intermediate New,8,25,18
2019,Lance Stroll,Germany,Medium New,26,28,3
2019,Lance Stroll,Germany,Intermediate New,29,41,13
2019,Lance Stroll,Germany,Intermediate New,42,44,3
2019,Lance Stroll,Germany,Soft New,45,64,20
2019,Carlos Sainz,Germany,Wet New,1,3,3
2019,Carlos Sainz,Germany,Intermediate New,4,27,24
2019,Carlos Sainz,Germany,Intermediate New,28,46,19
2019,Carlos Sainz,Germany,Soft Used,47,64,18
2019,Alexander Albon,Germany,Wet New,1,2,2
2019,Alexander Albon,Germany,Intermediate New,3,27,25
2019,Alexander Albon,Germany,Soft New,28,28,1
2019,Alexander Albon,Germany,Intermediate New,29,46,18
2019,Alexander Albon,Germany,Soft New,47,64,18
2019,Kimi Räikkönen,Germany,Wet New,1,3,3
2019,Kimi Räikkönen,Germany,Intermediate New,4,26,23
2019,Kimi Räikkönen,Germany,Medium New,27,28,2
2019,Kimi Räikkönen,Germany,Intermediate New,29,47,19
2019,Kimi Räikkönen,Germany,Soft Used,48,64,17
2019,Antonio Giovinazzi,Germany,Wet New,1,3,3
2019,Antonio Giovinazzi,Germany,Intermediate New,4,26,23
2019,Antonio Giovinazzi,Germany,Medium New,27,28,2
2019,Antonio Giovinazzi,Germany,Intermediate New,29,47,19
2019,Antonio Giovinazzi,Germany,Soft New,48,64,17
2019,Romain Grosjean,Germany,Wet New,1,3,3
2019,Romain Grosjean,Germany,Intermediate New,4,26,23
2019,Romain Grosjean,Germany,Soft Used,27,28,2
2019,Romain Grosjean,Germany,Intermediate New,29,41,13
2019,Romain Grosjean,Germany,Soft Used,42,64,23
2019,Kevin Magnussen,Germany,Wet New,1,8,8
2019,Kevin Magnussen,Germany,Intermediate New,9,21,13
2019,Kevin Magnussen,Germany,Soft New,22,29,8
2019,Kevin Magnussen,Germany,Intermediate New,30,42,13
2019,Kevin Magnussen,Germany,Intermediate New,43,45,3
2019,Kevin Magnussen,Germany,Soft Used,46,57,12
2019,Lewis Hamilton,Germany,Wet New,1,3,3
2019,Lewis Hamilton,Germany,Intermediate New,4,28,25
2019,Lewis Hamilton,Germany,Soft Used,29,29,1
2019,Lewis Hamilton,Germany,Intermediate New,30,47,18
2019,Lewis Hamilton,Germany,Soft Used,48,53,6
2019,Lewis Hamilton,Germany,Soft Used,54,56,3
2019,Lewis Hamilton,Germany,Soft Used,57,64,8
2019,Robert Kubica,Germany,Wet New,1,7,7
2019,Robert Kubica,Germany,Intermediate New,8,23,16
2019,Robert Kubica,Germany,Intermediate New,24,31,8
2019,Robert Kubica,Germany,Intermediate New,32,46,15
2019,Robert Kubica,Germany,Soft New,47,57,11
2019,Robert Kubica,Germany,Soft Used,58,64,7
2019,George Russell,Germany,Wet New,1,7,7
2019,George Russell,Germany,Intermediate New,8,24,17
2019,George Russell,Germany,Intermediate New,25,41,17
2019,George Russell,Germany,Intermediate New,42,47,6
2019,George Russell,Germany,Soft New,48,57,10
2019,George Russell,Germany,Soft Used,58,64,7
2019,Pierre Gasly,Germany,Wet New,1,3,3
2019,Pierre Gasly,Germany,Intermediate New,4,26,23
2019,Pierre Gasly,Germany,Soft Used,27,28,2
2019,Pierre Gasly,Germany,Intermediate New,29,46,18
2019,Pierre Gasly,Germany,Soft Used,47,61,15
2019,Valtteri Bottas,Germany,Wet New,1,3,3
2019,Valtteri Bottas,Germany,Intermediate New,4,26,23
2019,Valtteri Bottas,Germany,Medium Used,27,30,4
2019,Valtteri Bottas,Germany,Intermediate New,31,46,16
2019,Valtteri Bottas,Germany,Soft Used,47,56,10
2019,Nico Hulkenberg,Germany,Wet New,1,3,3
2019,Nico Hulkenberg,Germany,Intermediate New,4,15,12
2019,Nico Hulkenberg,Germany,Intermediate New,16,29,14
2019,Nico Hulkenberg,Germany,Intermediate New,30,39,10
2019,Charles Leclerc,Germany,Wet New,1,3,3
2019,Charles Leclerc,Germany,Intermediate New,4,15,12
2019,Charles Leclerc,Germany,Intermediate New,16,27,12
2019,Charles Leclerc,Germany,Soft New,28,28,1
2019,Lando Norris,Germany,Wet New,1,6,6
2019,Lando Norris,Germany,Intermediate New,7,25,19
2019,Lando Norris,Germany,Soft New,26,26,1
2019,Daniel Ricciardo,Germany,Wet New,1,3,3
2019,Daniel Ricciardo,Germany,Intermediate New,4,13,10
2019,Sergio Perez,Germany,Wet New,1,1,1
2019,Kevin Magnussen,Germany,Soft Used,58,64,7
2019,Lewis Hamilton,Hungary,Medium Used,1,31,31
2019,Lewis Hamilton,Hungary,Hard New,32,48,17
2019,Lewis Hamilton,Hungary,Medium Used,49,70,22
2019,Max Verstappen,Hungary,Medium Used,1,25,25
2019,Max Verstappen,Hungary,Hard New,26,67,42
2019,Max Verstappen,Hungary,Soft Used,68,70,3
2019,Sebastian Vettel,Hungary,Medium Used,1,39,39
2019,Sebastian Vettel,Hungary,Hard New,40,70,31
2019,Charles Leclerc,Hungary,Medium Used,1,27,27
2019,Charles Leclerc,Hungary,Hard Used,28,70,43
2019,Carlos Sainz,Hungary,Soft Used,1,29,29
2019,Carlos Sainz,Hungary,Hard New,30,69,40
2019,Pierre Gasly,Hungary,Medium Used,1,28,28
2019,Pierre Gasly,Hungary,Hard New,29,69,41
2019,Kimi Räikkönen,Hungary,Soft Used,1,29,29
2019,Kimi Räikkönen,Hungary,Medium New,30,69,40
2019,Valtteri Bottas,Hungary,Medium Used,1,5,5
2019,Valtteri Bottas,Hungary,Hard New,6,46,41
2019,Valtteri Bottas,Hungary,Medium Used,47,69,23
2019,Lando Norris,Hungary,Soft Used,1,28,28
2019,Lando Norris,Hungary,Hard New,29,69,41
2019,Alexander Albon,Hungary,Medium New,1,28,28
2019,Alexander Albon,Hungary,Hard New,29,69,41
2019,Sergio Perez,Hungary,Medium New,1,18,18
2019,Sergio Perez,Hungary,Hard New,19,69,51
2019,Nico Hulkenberg,Hungary,Medium New,1,36,36
2019,Nico Hulkenberg,Hungary,Soft New,37,69,33
2019,Kevin Magnussen,Hungary,Medium New,1,38,38
2019,Kevin Magnussen,Hungary,Soft New,39,69,31
2019,Daniel Ricciardo,Hungary,Hard New,1,46,46
2019,Daniel Ricciardo,Hungary,Soft New,47,69,23
2019,Daniil Kvyat,Hungary,Medium New,1,21,21
2019,Daniil Kvyat,Hungary,Hard New,22,68,47
2019,George Russell,Hungary,Medium New,1,16,16
2019,George Russell,Hungary,Hard New,17,68,52
2019,Lance Stroll,Hungary,Medium New,1,16,16
2019,Lance Stroll,Hungary,Hard New,17,50,34
2019,Lance Stroll,Hungary,Soft New,51,68,18
2019,Antonio Giovinazzi,Hungary,Medium New,1,15,15
2019,Antonio Giovinazzi,Hungary,Medium New,16,68,53
2019,Robert Kubica,Hungary,Medium New,1,18,18
2019,Robert Kubica,Hungary,Hard New,19,67,49
2019,Romain Grosjean,Hungary,Soft Used,1,19,19
2019,Romain Grosjean,Hungary,Hard New,20,49,30
2019,Charles Leclerc,Belgium,Soft Used,1,21,21
2019,Charles Leclerc,Belgium,Medium New,22,44,23
2019,Lewis Hamilton,Belgium,Soft Used,1,22,22
2019,Lewis Hamilton,Belgium,Medium New,23,44,22
2019,Valtteri Bottas,Belgium,Soft Used,1,23,23
2019,Valtteri Bottas,Belgium,Medium New,24,44,21
2019,Sebastian Vettel,Belgium,Soft Used,1,15,15
2019,Sebastian Vettel,Belgium,Medium New,16,33,18
2019,Sebastian Vettel,Belgium,Soft New,34,44,11
2019,Alexander Albon,Belgium,Medium New,1,23,23
2019,Alexander Albon,Belgium,Soft New,24,44,21
2019,Sergio Perez,Belgium,Soft Used,1,15,15
2019,Sergio Perez,Belgium,Medium New,16,44,29
2019,Daniil Kvyat,Belgium,Medium New,1,24,24
2019,Daniil Kvyat,Belgium,Soft New,25,44,20
2019,Nico Hulkenberg,Belgium,Medium New,12,31,20
2019,Nico Hulkenberg,Belgium,Soft Used,1,11,11
2019,Nico Hulkenberg,Belgium,Soft Used,32,44,13
2019,Pierre Gasly,Belgium,Soft New,1,13,13
2019,Pierre Gasly,Belgium,Medium New,14,44,31
2019,Lance Stroll,Belgium,Soft New,1,14,14
2019,Lance Stroll,Belgium,Soft New,31,44,14
2019,Lando Norris,Belgium,Soft New,1,19,19
2019,Lando Norris,Belgium,Medium New,20,43,24
2019,Kevin Magnussen,Belgium,Soft Used,1,25,25
2019,Romain Grosjean,Belgium,Soft New,1,16,16
2019,Romain Grosjean,Belgium,Medium New,17,43,27
2019,Daniel Ricciardo,Belgium,Soft Used,1,1,1
2019,Daniel Ricciardo,Belgium,Medium New,2,43,42
2019,George Russell,Belgium,Medium New,1,30,30
2019,George Russell,Belgium,Soft New,31,43,13
2019,Kimi Räikkönen,Belgium,Soft Used,1,1,1
2019,Kimi Räikkönen,Belgium,Medium New,2,31,30
2019,Kimi Räikkönen,Belgium,Soft Used,32,43,12
2019,Robert Kubica,Belgium,Medium New,1,31,31
2019,Robert Kubica,Belgium,Soft New,32,43,12
2019,Antonio Giovinazzi,Belgium,Medium New,1,29,29
2019,Antonio Giovinazzi,Belgium,Soft New,30,42,13
2019,Carlos Sainz,Belgium,Soft New,1,2,2
2019,Max Verstappen,Belgium,Soft Used,1,1,1
2019,Kevin Magnussen,Belgium,Medium New,26,43,18
2019,Lance Stroll,Belgium,Medium New,15,30,16
2019,Charles Leclerc,Italy,Soft Used,1,20,20
2019,Charles Leclerc,Italy,Hard New,21,53,33
2019,Valtteri Bottas,Italy,Soft Used,1,27,27
2019,Valtteri Bottas,Italy,Medium New,28,53,26
2019,Lewis Hamilton,Italy,Soft Used,1,19,19
2019,Lewis Hamilton,Italy,Medium New,20,49,30
2019,Lewis Hamilton,Italy,Soft Used,50,53,4
2019,Daniel Ricciardo,Italy,Medium New,31,53,23
2019,Nico Hulkenberg,Italy,Soft Used,1,29,29
2019,Nico Hulkenberg,Italy,Medium New,30,53,24
2019,Alexander Albon,Italy,Medium New,27,53,27
2019,Sergio Perez,Italy,Medium New,1,28,28
2019,Sergio Perez,Italy,Soft New,29,53,25
2019,Max Verstappen,Italy,Medium New,1,1,1
2019,Max Verstappen,Italy,Soft New,2,27,26
2019,Max Verstappen,Italy,Medium Used,28,53,26
2019,Antonio Giovinazzi,Italy,Soft New,1,21,21
2019,Antonio Giovinazzi,Italy,Medium New,22,52,31
2019,Lando Norris,Italy,Medium New,1,23,23
2019,Lando Norris,Italy,Hard New,24,52,29
2019,Pierre Gasly,Italy,Soft New,29,52,24
2019,Lance Stroll,Italy,Soft Used,1,22,22
2019,Sebastian Vettel,Italy,Soft Used,1,6,6
2019,Sebastian Vettel,Italy,Hard New,7,41,35
2019,George Russell,Italy,Medium New,1,23,23
2019,George Russell,Italy,Hard New,24,52,29
2019,Kimi Räikkönen,Italy,Medium New,1,26,26
2019,Kimi Räikkönen,Italy,Soft New,27,52,26
2019,Romain Grosjean,Italy,Soft New,1,7,7
2019,Romain Grosjean,Italy,Medium New,8,29,22
2019,Romain Grosjean,Italy,Soft New,30,52,23
2019,Robert Kubica,Italy,Medium New,1,29,29
2019,Robert Kubica,Italy,Soft New,30,44,15
2019,Robert Kubica,Italy,Medium New,45,51,7
2019,Kevin Magnussen,Italy,Medium New,21,34,14
2019,Kevin Magnussen,Italy,Soft Used,35,43,9
2019,Daniil Kvyat,Italy,Medium New,1,28,28
2019,Daniil Kvyat,Italy,Soft New,29,29,1
2019,Carlos Sainz,Italy,Soft Used,1,27,27
2019,Carlos Sainz,Italy,Medium New,28,28,1
2019,Daniel Ricciardo,Italy,Soft Used,1,30,30
2019,Pierre Gasly,Italy,Medium New,1,28,28
2019,Sebastian Vettel,Italy,Medium New,42,52,11
2019,Kevin Magnussen,Italy,Soft New,1,20,20
2019,Lance Stroll,Italy,Medium New,23,52,30
2019,,Italy,Soft Used,1,26,26
2019,,Italy,Medium New,27,53,27
2019,Alexander Albon,Italy,Soft Used,1,26,26
2019,Sebastian Vettel,Singapore,Soft Used,1,19,19
2019,Sebastian Vettel,Singapore,Hard New,20,61,42
2019,Charles Leclerc,Singapore,Soft Used,1,20,20
2019,Charles Leclerc,Singapore,Hard New,21,61,41
2019,Max Verstappen,Singapore,Soft Used,1,19,19
2019,Max Verstappen,Singapore,Hard New,20,61,42
2019,Lewis Hamilton,Singapore,Soft Used,1,26,26
2019,Lewis Hamilton,Singapore,Hard New,27,61,35
2019,Valtteri Bottas,Singapore,Soft Used,1,22,22
2019,Valtteri Bottas,Singapore,Hard New,23,61,39
2019,Alexander Albon,Singapore,Soft Used,1,22,22
2019,Alexander Albon,Singapore,Hard New,23,61,39
2019,Lando Norris,Singapore,Soft Used,1,20,20
2019,Lando Norris,Singapore,Hard New,21,61,41
2019,Pierre Gasly,Singapore,Hard New,1,32,32
2019,Pierre Gasly,Singapore,Medium New,33,61,29
2019,Nico Hulkenberg,Singapore,Soft Used,1,1,1
2019,Nico Hulkenberg,Singapore,Hard New,2,36,35
2019,Nico Hulkenberg,Singapore,Medium New,37,61,25
2019,Antonio Giovinazzi,Singapore,Medium New,1,34,34
2019,Antonio Giovinazzi,Singapore,Hard New,35,36,2
2019,Antonio Giovinazzi,Singapore,Soft New,37,61,25
2019,Romain Grosjean,Singapore,Medium New,1,23,23
2019,Romain Grosjean,Singapore,Hard New,24,35,12
2019,Romain Grosjean,Singapore,Soft New,36,61,26
2019,Carlos Sainz,Singapore,Soft Used,1,1,1
2019,Carlos Sainz,Singapore,Hard New,2,35,34
2019,Carlos Sainz,Singapore,Medium New,36,61,26
2019,Lance Stroll,Singapore,Hard New,32,41,10
2019,Lance Stroll,Singapore,Soft New,42,44,3
2019,Lance Stroll,Singapore,Soft New,45,61,17
2019,Daniel Ricciardo,Singapore,Medium New,1,34,34
2019,Daniil Kvyat,Singapore,Medium New,1,12,12
2019,Daniil Kvyat,Singapore,Hard New,13,36,24
2019,Daniil Kvyat,Singapore,Soft New,37,61,25
2019,Robert Kubica,Singapore,Hard New,22,44,23
2019,Robert Kubica,Singapore,Medium New,45,61,17
